manhanvien,ho,ten,ngaysinh,gioitinh,diachi,sodienthoai,luong,chucvu
1663,Trà,Kim,08/08/1992,Khác,Bình Dương,091149526,50000,Chuyên gia nước ngoài
1664,Doãn,Nguyễn Trang,12/05/1992,Nam,Đà Nẵng,096518861,8000,Thực tập sinh
1665,Hàng,Trần Lan,10/27/1992,Khác,Lạng Sơn,096960646,10000,Công nhân
1666,Tất,Nguyễn Thị,05/11/1985,Khác,Gia Lai,096977515,9000,Nhân sự thử việc
1667,Mai,Nguyễn Thùy,11/07/2000,Khác,Đồng Nai,098796138,10000,Công nhân
1668,Viên,Tuấn Anh,01/13/1995,Khác,Hải Dương,096105608,40000,Kỹ sư
1669,Hoàng,Trang,10/10/1990,Nữ,Cao Bằng,095359319,8000,Thực tập sinh
1670,Trà,Hùng,05/02/1994,Khác,Bình Phước,095546605,9000,Nhân sự thử việc
1671,Âu,Nguyễn Ánh,02/20/1986,Nữ,Phú Thọ,094220503,50000,Chuyên gia nước ngoài
1672,Quách,Lê Phương,09/27/2002,Nữ,Hậu Giang,097346196,8000,Thực tập sinh
1673,Khưu,Dương,08/30/2003,Nam,Đồng Tháp,099203316,8000,Thực tập sinh
1674,Đồn,Quang,10/18/1993,Nam,Lạng Sơn,098970368,9000,Người làm bán thời gian
1675,Phù,Nguyễn Đức,10/20/1996,Nam,Tây Ninh,093504209,40000,Kỹ sư
1676,Ngô,Quang,08/01/1991,Nữ,Hà Nội,097661547,9000,Nhân sự thử việc
1677,Đi,Nguyễn Phương,01/04/1989,Nam,Bến Tre,099498041,10000,Công nhân
1678,Từ,Trang,06/12/1998,Nữ,Tiền Giang,091043564,15000,Nhân viên
1679,Bành,Minh Tuấn,10/14/1997,Nam,Bắc Giang,098791716,8000,Thực tập sinh
1680,Nữ,Trần Trang,12/21/1992,Nam,Cà Mau.,095713924,10000,Công nhân
1681,Hồ,Lê Nam,12/21/1994,Nữ,Khánh Hòa,097987654,8000,Thực tập sinh
1682,Tất,Phương,08/14/1988,Nam,Vĩnh Long,097278203,15000,Nhân viên
1683,Doãn,Hùng,08/25/1989,Khác,Lào Cai,099261032,15000,Nhân viên
1684,Phù,Phương,03/13/1999,Nữ,Lai Châu,099448744,10000,Công nhân
1685,Lữ,Trần Đức,12/19/1989,Khác,Cà Mau.,093121742,60000,Cán bộ quản lý
1686,Bùi,Thanh,10/30/2000,Nam,Trà Vinh,097340248,50000,Chuyên gia nước ngoài
1687,Hà,Tuấn Anh,02/28/1990,Khác,Hồ Chí Minh (TP. HCM),095126704,10000,Lao động phổ thông
1688,Ông,Trần Ánh,10/07/1993,Nữ,Trà Vinh,096086023,40000,Kỹ sư
1689,Vi,Nguyễn Hùng,08/27/1994,Nữ,Phú Thọ,090005758,10000,Công nhân
1690,Bành,Minh Khánh,12/06/1996,Khác,Hà Giang,094822221,50000,Chuyên gia nước ngoài
1691,Tôn,Anh,12/17/2002,Khác,Bà Rịa - Vũng Tàu,090316749,10000,Lao động phổ thông
1692,Thi,Nguyễn Lan,07/18/1997,Nữ,Thái Bình,099932269,40000,Kỹ sư
1693,Giang,Phương,10/18/1991,Nam,Hà Tĩnh,093592391,9000,Nhân sự thử việc
1694,Diệp,Lê Nam,08/07/1996,Khác,Hậu Giang,090645248,40000,Kỹ sư
1695,Kiều,Nguyễn Đức,04/29/2000,Khác,Quảng Ngãi,090329518,9000,Người làm bán thời gian
1696,Phù,Phương,04/22/1994,Nam,Hà Nội,090215590,15000,Nhân viên
1697,Văn,Thanh Hương,10/17/2004,Nam,Bắc Kạn,093786582,60000,Cán bộ quản lý
1698,Ngụy,Văn Đức,06/06/1987,Nam,Lào Cai,092318774,15000,Nhân viên
1699,Hứa,Nguyễn Hồng,11/07/1985,Khác,Long An,094576344,60000,Cán bộ quản lý
1700,Trương,Thanh,02/15/1985,Nữ,Nghệ An,096787483,8000,Thực tập sinh
1701,Dương,Ánh,08/11/1987,Khác,Quảng Ninh,097507338,10000,Lao động phổ thông
1702,Kim,Trang,08/14/1985,Nam,Cà Mau.,098987369,15000,Nhân viên
1703,Bùi,Trang,10/01/1990,Nữ,Bình Phước,095410369,9000,Nhân sự thử việc
1704,Diệp,Nguyễn Thùy,10/26/1990,Nam,Yên Bái,096108256,9000,Người làm bán thời gian
1705,Huỳnh,Văn Anh,02/17/1992,Khác,Lâm Đồng,097240147,9000,Nhân sự thử việc
1706,Hồ,Trần Hùng,05/16/1986,Nam,Quảng Ninh,093397563,60000,Cán bộ quản lý
1707,Cao,Dương Hùng,12/05/1992,Nữ,Hà Nội,099283121,9000,Nhân sự thử việc
1708,Bùi,Dương,07/09/1993,Nữ,Đắk Lắk,099208297,9000,Nhân sự thử việc
1709,Sơn,Dương Quốc,08/13/2003,Khác,Đồng Tháp,096114351,10000,Lao động phổ thông
1710,Trịnh,Tuấn Anh,01/06/1995,Nữ,Khánh Hòa,090941314,9000,Người làm bán thời gian
1711,Hàng,Trần Thị,10/01/1995,Khác,Thái Bình,090368176,50000,Chuyên gia nước ngoài
1712,Trịnh,Kim,10/19/1991,Nữ,An Giang,094807111,10000,Công nhân
1713,Tôn,Dương Hùng,09/09/2004,Khác,Sơn La,099174798,40000,Kỹ sư
1714,Mai,Nguyễn Thị,09/22/1995,Nam,Đồng Nai,097364484,50000,Chuyên gia nước ngoài
1715,Khổng,Lê Nam,05/22/1997,Nữ,Đà Nẵng,097903322,9000,Người làm bán thời gian
1716,Hoàng,Nguyễn Phương,03/15/2002,Khác,Trà Vinh,090639082,9000,Nhân sự thử việc
1717,Trình,Văn Anh,05/10/1986,Nam,Trà Vinh,099367434,15000,Nhân viên
1718,Cao,Văn Anh,12/13/1990,Nam,Quảng Nam,097917210,8000,Thực tập sinh
1719,Ngô,Tuấn Anh,05/24/1986,Khác,Nam Định,096837936,9000,Người làm bán thời gian
1720,Kim,Trần Ánh,11/08/1999,Nữ,Nam Định,094593751,40000,Kỹ sư
1721,Thân,Trần Lan,09/26/2002,Khác,Gia Lai,090433329,10000,Công nhân
1722,Tống,Nguyễn Hồng,06/04/1990,Nam,Tuyên Quang,091449447,15000,Nhân viên
1723,Phạm,Trang,12/13/1995,Nữ,Bà Rịa - Vũng Tàu,092211558,50000,Chuyên gia nước ngoài
1724,Nguyễn,Trần Ánh,08/31/2000,Nữ,Quảng Ninh,097409564,10000,Công nhân
1725,Trình,Kim,04/06/2003,Khác,Cần Thơ,099309068,10000,Công nhân
1726,Thạch,Nguyễn Ánh,05/28/1989,Khác,Hà Giang,091218251,60000,Cán bộ quản lý
1727,Phùng,Trần Thị,12/18/2002,Khác,Yên Bái,091172507,10000,Lao động phổ thông
1728,Đậu,Lê Nam,02/06/2002,Nam,Bắc Kạn,094296270,10000,Lao động phổ thông
1729,Tôn,Văn Anh,10/15/1990,Nữ,Lâm Đồng,099984514,50000,Chuyên gia nước ngoài
1730,Vũ,Thùy,10/06/2001,Nam,Lào Cai,094320353,40000,Kỹ sư
1731,Phù,Thanh Hương,10/09/1999,Nam,Hòa Bình,097216871,60000,Cán bộ quản lý
1732,Diệp,Nguyễn Kim,11/25/1990,Nam,Thừa Thiên Huế,098097446,8000,Thực tập sinh
1733,Ngô,Trần Thị,05/17/1996,Nam,Lai Châu,093065644,40000,Kỹ sư
1734,Tô,Trần Ánh,01/14/1997,Nữ,Bắc Giang,092254515,15000,Nhân viên
1735,Đặng,Lê Hồng,09/17/1988,Nữ,Vĩnh Long,091615298,10000,Lao động phổ thông
1736,Phùng,Trần Anh,12/09/2004,Khác,Quảng Ngãi,098322310,15000,Nhân viên
1737,Trà,Minh,07/16/1986,Khác,Hồ Chí Minh (TP. HCM),094328299,10000,Công nhân
1738,Huỳnh,Văn Anh,08/08/1996,Nữ,Thái Bình,092410822,60000,Cán bộ quản lý
1739,Châu,Nam,01/21/1987,Nam,Sơn La,097663964,10000,Lao động phổ thông
1740,Mai,Minh Tuấn,07/18/1989,Nữ,Bình Định,092814288,50000,Chuyên gia nước ngoài
1741,Ninh,Trần Hùng,08/28/1985,Khác,Bình Định,099378595,9000,Nhân sự thử việc
1742,La,Hoàng,03/26/1988,Nữ,Hậu Giang,092210345,60000,Cán bộ quản lý
1743,Tạ,Nguyễn Anh,04/17/1995,Nữ,Tiền Giang,097702477,50000,Chuyên gia nước ngoài
1744,Trầm,Nguyễn Kim,08/11/1986,Nữ,Quảng Bình,092390804,8000,Thực tập sinh
1745,Tất,Trần Anh,07/21/1992,Nam,Bắc Giang,098796138,50000,Chuyên gia nước ngoài
1746,Huỳnh,Trần Anh,12/26/1987,Khác,Ninh Thuận,090511437,10000,Lao động phổ thông
1747,Tô,Nguyễn Thùy,10/03/2004,Khác,Quảng Ninh,098280355,10000,Lao động phổ thông
1748,Thạch,Thùy,08/29/2001,Nam,Thanh Hóa,097345314,10000,Công nhân
1749,Giang,Quang Huy,02/06/1988,Nữ,Kon Tum,095949031,40000,Kỹ sư
1750,Thất,Văn Anh,04/20/1999,Nam,Trà Vinh,094141076,15000,Nhân viên
1751,Mai,Trần Đức,06/27/2003,Nữ,Hải Phòng,093881429,60000,Cán bộ quản lý
1752,Quan,Kim,12/07/1991,Nữ,Lai Châu,093832485,9000,Nhân sự thử việc
1753,Viên,Nguyễn Phương,10/08/1995,Nữ,Hà Nội,090512645,9000,Người làm bán thời gian
1754,Lương,Quang Minh,02/06/2002,Khác,Đồng Tháp,099824293,50000,Chuyên gia nước ngoài
1755,Đường,Nguyễn Kim,08/10/2002,Khác,Lai Châu,091850330,10000,Công nhân
1756,Nữ,Trần Hùng,11/26/1987,Nữ,Vĩnh Phúc,096061792,50000,Chuyên gia nước ngoài
1757,Đồn,Nguyễn Ánh,04/25/1986,Nam,Yên Bái,092390804,40000,Kỹ sư
1758,Phan,Lê Phương,08/17/2000,Khác,Thừa Thiên Huế,095867500,40000,Kỹ sư
1759,Ngụy,Hồng,04/17/1986,Nam,Bà Rịa - Vũng Tàu,098155479,10000,Lao động phổ thông
1760,Khưu,Nguyễn Đức,06/13/1991,Khác,Bạc Liêu,099610092,9000,Người làm bán thời gian
1761,Tô,Trang,01/14/2001,Khác,Vĩnh Long,099197630,15000,Nhân viên
1762,Đường,Văn Anh,05/18/2002,Nữ,Sóc Trăng,096033689,40000,Kỹ sư
1763,Phù,Nguyễn Ánh,12/30/1994,Khác,Hưng Yên,099318643,9000,Người làm bán thời gian
1764,Dư,Anh,02/01/1991,Nữ,Hà Nội,091577614,60000,Cán bộ quản lý
1765,Mã,Thanh Hương,08/24/1996,Khác,Bình Dương,090329518,50000,Chuyên gia nước ngoài
1766,Hồn,Quang,11/23/1986,Nam,Hà Nội,093840228,40000,Kỹ sư
1767,Lý,Nguyễn Phương,07/19/1986,Nữ,Khánh Hòa,094182642,9000,Nhân sự thử việc
1768,Vương,Nguyễn Nam,06/26/1991,Nam,Bắc Kạn,090248707,50000,Chuyên gia nước ngoài
1769,Lưu,Mai,11/21/1991,Khác,Phú Thọ,097582276,15000,Nhân viên
1770,Chế,Lan,08/27/1995,Nữ,Quảng Nam,094477882,9000,Nhân sự thử việc
1771,Nữ,Lan,05/25/1990,Nam,Thái Bình,093795507,9000,Nhân sự thử việc
1772,Mạch,Trần Hùng,06/07/2000,Nam,Cà Mau.,095565686,15000,Nhân viên
1773,Cù,Lê Thùy,05/14/2001,Khác,Ninh Bình,099395358,10000,Công nhân
1774,Đàm,Trần Ánh,07/03/1999,Nữ,Bình Thuận,091136479,9000,Người làm bán thời gian
1775,Tôn,Lê Mai,05/24/1992,Nữ,Hà Nội,099301680,50000,Chuyên gia nước ngoài
1776,Đàm,Phương,10/24/1987,Nữ,Hà Nam,099197781,10000,Công nhân
1777,Lục,Kim,05/21/1995,Khác,Sơn La,099197781,9000,Người làm bán thời gian
1778,Đàm,Minh Khánh,06/28/1998,Nữ,Phú Thọ,095567671,9000,Người làm bán thời gian
1779,Lai,Ánh,02/29/1992,Khác,Hưng Yên,090461639,50000,Chuyên gia nước ngoài
1780,Lữ,Trần Đức,07/26/1992,Nữ,Hậu Giang,097174513,40000,Kỹ sư
1781,Lai,Dương,06/20/1989,Khác,Bắc Ninh,095752660,50000,Chuyên gia nước ngoài
1782,Bùi,Nguyễn Lan,11/30/1991,Nam,Đắk Nông,091169909,9000,Người làm bán thời gian
1783,Phù,Hoàng An,12/03/1992,Nam,Kiên Giang,094366864,50000,Chuyên gia nước ngoài
1784,Ngụy,Thùy,04/05/1992,Nữ,Nam Định,092674923,40000,Kỹ sư
1785,La,Lan,07/26/1989,Nam,Phú Yên,096301123,40000,Kỹ sư
1786,Tôn,Nguyễn Nam,11/04/2004,Nam,Quảng Nam,094807111,8000,Thực tập sinh
1787,Tiêu,Mai,01/05/2002,Nam,Hậu Giang,097705072,60000,Cán bộ quản lý
1788,Nghiêm,Trần Thị,09/11/1999,Khác,Bắc Giang,091967822,10000,Lao động phổ thông
1789,Chế,Trần Trang,06/03/1986,Nam,Cao Bằng,090575484,15000,Nhân viên
1790,Khưu,Quang Huy,05/14/1991,Nữ,An Giang,095746020,9000,Người làm bán thời gian
1791,Biện,Phương,10/29/2000,Nữ,Nghệ An,096111954,40000,Kỹ sư
1792,Đi,Nguyễn Phương,01/03/1997,Nữ,Quảng Ngãi,095855444,10000,Công nhân
1793,Hứa,Lê Thùy,04/12/1993,Nam,Hải Dương,094261745,10000,Lao động phổ thông
1794,Đặng,Trần Trang,08/19/1986,Nữ,Hà Nội,098663305,10000,Lao động phổ thông
1795,Võ,Nguyễn Hồng,07/29/1999,Khác,Phú Thọ,098097446,40000,Kỹ sư
1796,Châu,Thùy,10/17/2001,Nữ,Hải Phòng,092551907,10000,Công nhân
1797,Cù,Trần Thị,12/22/1990,Khác,Ninh Bình,097419127,9000,Người làm bán thời gian
1798,Vũ,Hùng,03/06/1987,Nam,Trà Vinh,095124259,9000,Người làm bán thời gian
1799,Cù,Nguyễn Đức,02/15/1998,Nam,Hải Phòng,096239877,9000,Người làm bán thời gian
1800,Đoàn,Nguyễn Hùng,07/20/1998,Nữ,Phú Yên,099365202,60000,Cán bộ quản lý
1801,Đồn,Nguyễn Kim,11/15/1996,Nam,An Giang,092370707,9000,Người làm bán thời gian
1802,Ông,Hồng,10/20/1990,Khác,Bắc Ninh,090324475,15000,Nhân viên
1803,Tăng,Minh Tuấn,11/11/1999,Khác,Vĩnh Phúc,099915612,40000,Kỹ sư
1804,Tiêu,Hồng,08/30/2001,Khác,Quảng Bình,092286971,60000,Cán bộ quản lý
1805,Tiêu,Anh,07/20/1990,Khác,Hà Nội,095495005,60000,Cán bộ quản lý
1806,Viên,Nguyễn Anh,08/20/1987,Nữ,Bình Phước,095315618,50000,Chuyên gia nước ngoài
1807,Lại,Dương,11/13/1998,Khác,Lạng Sơn,099761647,50000,Chuyên gia nước ngoài
1808,Lai,Nguyễn Hồng,03/27/2001,Khác,Trà Vinh,092636946,10000,Lao động phổ thông
1809,Phan,Văn,03/10/1987,Nam,Kon Tum,091172507,10000,Công nhân
1810,Chung,Thùy,09/04/1986,Khác,Bạc Liêu,094529527,8000,Thực tập sinh
1811,Tôn,Văn Đức,03/16/2001,Nam,An Giang,092410822,10000,Công nhân
1812,Bùi,Trần Ánh,07/30/1993,Khác,Thanh Hóa,091264160,10000,Lao động phổ thông
1813,Từ,Văn Đức,05/14/1999,Nam,Nghệ An,099673618,40000,Kỹ sư
1814,Phương,Nguyễn Lan,01/31/1999,Khác,Quảng Nam,099224627,8000,Thực tập sinh
1815,Nguyễn,Lê Hồng,07/03/1992,Nữ,Hải Phòng,096108256,10000,Công nhân
1816,Mạch,Trần Hùng,04/25/1986,Nam,Nghệ An,095845716,10000,Lao động phổ thông
1817,Đậu,Dương,02/28/1999,Nam,Nam Định,098712699,60000,Cán bộ quản lý
1818,Triệu,Lê Kim,06/30/2004,Nam,Hải Dương,092666492,15000,Nhân viên
1819,Trầm,Thùy,04/17/2004,Nam,Vĩnh Phúc,093582793,60000,Cán bộ quản lý
1820,Cao,Văn Anh,06/05/1986,Khác,Vĩnh Long,099028853,50000,Chuyên gia nước ngoài
1821,Trịnh,Minh Tuấn,09/24/1999,Nam,Thừa Thiên Huế,098036733,50000,Chuyên gia nước ngoài
1822,Kim,Nguyễn Phương,08/03/2004,Nam,Kon Tum,090163730,10000,Lao động phổ thông
1823,Biện,,06/22/1993,Nữ,Cần Thơ,099459988,60000,Cán bộ quản lý
1824,Lữ,Thanh Hương,04/12/1985,Khác,Cà Mau.,094320353,9000,Người làm bán thời gian
1825,Lê,Lê Hồng,07/27/1996,Nam,Hà Nội,097004236,10000,Công nhân
1826,Vòng,Quang Minh,10/18/1994,Nam,Hà Nội,097174513,40000,Kỹ sư
1827,Lý,Hồng,09/11/1991,Khác,Đà Nẵng,096505401,50000,Chuyên gia nước ngoài
1828,Lê,Hồng,06/19/1990,Nam,Sóc Trăng,096048556,10000,Lao động phổ thông
1829,Mai,Minh Khánh,07/05/1997,Khác,Hải Dương,099764818,10000,Lao động phổ thông
1830,Thái,Nguyễn Thùy,04/28/1995,Nam,Bà Rịa - Vũng Tàu,093407621,9000,Người làm bán thời gian
1831,Thạch,,10/06/1990,Nữ,Đồng Nai,095625378,15000,Nhân viên
1832,Hứa,,08/13/2000,Nam,Quảng Trị,096946756,8000,Thực tập sinh
1833,Thiều,Lê Nam,06/21/2004,Khác,Vĩnh Phúc,093786582,50000,Chuyên gia nước ngoài
1834,Phạm,Nguyễn Trang,06/26/1995,Nam,Quảng Nam,094593751,8000,Thực tập sinh
1835,Tôn,Trần Anh,09/21/1985,Nữ,Gia Lai,094622057,60000,Cán bộ quản lý
1836,Mạc,Quang Minh,09/02/1991,Nữ,Đắk Nông,094807111,10000,Công nhân
1837,Trầm,Thanh Hương,03/30/1987,Nam,Ninh Thuận,095567671,8000,Thực tập sinh
1838,Giang,Tuấn Anh,07/14/1985,Nam,Bình Dương,095487511,50000,Chuyên gia nước ngoài
1839,Quan,Trần Lan,07/01/1995,Nam,Gia Lai,098513733,9000,Nhân sự thử việc
1840,Thiều,Nguyễn Trang,01/06/1994,Khác,Thái Nguyên,096842168,9000,Người làm bán thời gian
1841,Đỗ,Trần Thị,08/25/1989,Nữ,Ninh Bình,091115231,40000,Kỹ sư
1842,Trần,Trần Hùng,12/22/1991,Nam,Quảng Ngãi,093668339,60000,Cán bộ quản lý
1843,Bành,Lê Mai,08/04/1997,Nữ,Thái Bình,098268454,10000,Lao động phổ thông
1844,Nghiêm,Thị,03/06/1988,Nam,Đắk Nông,096967857,60000,Cán bộ quản lý
1845,Diệp,Thanh Hương,12/21/1986,Nam,Thừa Thiên Huế,098335368,10000,Lao động phổ thông
1846,Quách,Trần Hùng,10/06/1989,Nữ,Nam Định,099142564,9000,Người làm bán thời gian
1847,Nhan,Dương,12/01/2002,Nữ,Hải Phòng,098498892,60000,Cán bộ quản lý
1848,Ông,Đức,09/13/2001,Khác,Quảng Ninh,090622308,50000,Chuyên gia nước ngoài
1849,Hứa,Thanh Hương,05/25/1995,Nữ,Vĩnh Long,090079136,40000,Kỹ sư
1850,Tạ,Nguyễn Hồng,07/07/2003,Khác,Lạng Sơn,097658118,10000,Lao động phổ thông
1851,Cù,Quang,05/29/1988,Khác,Cần Thơ,096907794,9000,Người làm bán thời gian
1852,Tất,Nguyễn Anh,06/30/2004,Nữ,Yên Bái,096086023,9000,Nhân sự thử việc
1853,Lâm,Lê Phương,08/04/2003,Nam,Hưng Yên,091106864,8000,Thực tập sinh
1854,Tất,Nguyễn Anh,01/12/1998,Nam,Yên Bái,095485543,9000,Người làm bán thời gian
1855,Lương,Lê Mai,01/11/1997,Khác,Phú Thọ,092531140,8000,Thực tập sinh
1856,Tống,Nguyễn Ánh,07/12/1989,Nữ,Cần Thơ,099717749,10000,Công nhân
1857,Thiều,Nguyễn Lan,11/25/1996,Nữ,Cà Mau.,099683737,60000,Cán bộ quản lý
1858,Thi,Hoàng,09/09/1986,Nữ,Hồ Chí Minh (TP. HCM),090368176,9000,Nhân sự thử việc
1859,Vũ,Kim,06/08/1997,Nam,Tiền Giang,095592828,9000,Nhân sự thử việc
1860,Đỗ,Nguyễn Mai,09/23/1986,Nam,Cần Thơ,097676701,10000,Lao động phổ thông
1861,Vương,Quang,02/06/1985,Nữ,An Giang,097560575,10000,Lao động phổ thông
1862,Chế,Nguyễn Trang,03/01/1996,Nữ,Lào Cai,094911208,9000,Người làm bán thời gian
1863,Thiều,Dương,02/24/1999,Nữ,Vĩnh Phúc,097684534,10000,Lao động phổ thông
1864,Lữ,Hoàng An,06/05/2002,Khác,Yên Bái,096109729,8000,Thực tập sinh
1865,Ông,Minh,11/01/1995,Nam,Hà Nội,097364484,15000,Nhân viên
1866,Huỳnh,Trần Trang,02/14/1994,Nam,Hòa Bình,090358297,60000,Cán bộ quản lý
1867,Thạch,Văn Anh,11/21/2004,Nam,Hòa Bình,098883063,40000,Kỹ sư
1868,Kim,Nguyễn Hồng,08/19/2002,Nữ,Tuyên Quang,097446072,10000,Lao động phổ thông
1869,Hà,Lan,10/30/1999,Nam,Sóc Trăng,090311584,15000,Nhân viên
1870,Lục,Tuấn Anh,04/08/2001,Nam,Hà Nam,092577089,15000,Nhân viên
1871,Lê,Thanh Hương,05/16/1998,Nam,Quảng Ninh,099044220,50000,Chuyên gia nước ngoài
1872,Đường,Quang,05/03/1988,Nữ,Bạc Liêu,097676701,9000,Người làm bán thời gian
1873,Kiều,Lê Thùy,01/08/1996,Nam,Kon Tum,090341970,50000,Chuyên gia nước ngoài
1874,Chế,Lê Thùy,03/13/1987,Khác,Bắc Kạn,092784261,40000,Kỹ sư
1875,Nguyễn,Lê Hồng,01/14/2004,Nữ,Hà Tĩnh,090893632,50000,Chuyên gia nước ngoài
1876,Lê,Minh Tuấn,11/07/1998,Nam,Thái Bình,091233277,60000,Cán bộ quản lý
1877,Giang,Lê Hồng,07/30/1996,Khác,Ninh Thuận,097705072,8000,Thực tập sinh
1878,Tạ,Thanh Thảo,01/24/2004,Khác,Phú Thọ,090673465,40000,Kỹ sư
1879,La,Nguyễn Phương,09/22/1999,Nữ,Đắk Nông,095596369,50000,Chuyên gia nước ngoài
1880,Khổng,Thanh Hương,07/21/1990,Khác,Phú Thọ,091149526,10000,Lao động phổ thông
1881,Trương,Nguyễn Hùng,07/24/1993,Nam,Quảng Trị,094622057,9000,Người làm bán thời gian
1882,Đỗ,Nguyễn Mai,04/30/1985,Khác,An Giang,091631354,8000,Thực tập sinh
1883,Khưu,Văn Anh,07/28/1997,Nữ,Ninh Thuận,094529527,15000,Nhân viên
1884,Trình,Trần Trang,10/21/1991,Khác,Đắk Lắk,091309525,50000,Chuyên gia nước ngoài
1885,Diệp,Thanh,04/12/1988,Nữ,Bắc Ninh,099142564,10000,Lao động phổ thông
1886,Mạch,Nguyễn Hùng,06/12/1998,Nữ,Long An,095517199,60000,Cán bộ quản lý
1887,Nghiêm,Ánh,03/17/2003,Nữ,Bạc Liêu,096563933,10000,Lao động phổ thông
1888,Nghiêm,Trần Trang,11/06/2002,Nữ,Tiền Giang,096794486,60000,Cán bộ quản lý
1889,Thạch,Minh Khánh,03/31/1992,Khác,Bắc Giang,099683737,10000,Lao động phổ thông
1890,Biện,Trần Ánh,02/28/2004,Nữ,Bình Dương,098035697,9000,Người làm bán thời gian
1891,Ngụy,Phương,05/29/2004,Nữ,Vĩnh Phúc,098056003,50000,Chuyên gia nước ngoài
1892,Thi,Lê Kim,11/02/2000,Nam,Bắc Ninh,094191189,10000,Công nhân
1893,Nữ,Thanh Hương,04/01/2001,Nam,Bắc Giang,097116066,40000,Kỹ sư
1894,Ngụy,Lê Phương,10/09/2002,Nam,Hòa Bình,091292851,10000,Lao động phổ thông
1895,Từ,Dương Hùng,04/20/2002,Nữ,Ninh Bình,090056862,60000,Cán bộ quản lý
1896,Ôn,Dương Hùng,09/26/1990,Nam,Bình Phước,094939331,60000,Cán bộ quản lý
1897,Hoàng,Nguyễn Kim,05/25/1998,Nam,Cần Thơ,095118055,9000,Người làm bán thời gian
1898,Bành,Trần Hùng,07/09/1991,Nam,Lai Châu,094006051,10000,Công nhân
1899,Kiều,Hoàng,08/24/1997,Nữ,Quảng Ninh,098310041,9000,Nhân sự thử việc
1900,Lâm,Hùng,09/29/1988,Khác,Hà Giang,097160129,9000,Nhân sự thử việc
1901,Bạch,Lê Thùy,07/02/1985,Nữ,Kiên Giang,093752825,60000,Cán bộ quản lý
1902,Lâm,Nguyễn Nam,09/17/2000,Nữ,Đồng Nai,095118055,9000,Người làm bán thời gian
1903,Biện,Hồng,10/08/2003,Nam,Bắc Giang,096000613,8000,Thực tập sinh
1904,Hứa,Trần Ánh,08/12/1996,Nam,Cao Bằng,091043564,9000,Nhân sự thử việc
1905,Quan,Thanh Thảo,12/05/2001,Nam,Vĩnh Phúc,099382822,9000,Người làm bán thời gian
1906,Quách,Văn Anh,01/17/1989,Khác,Hà Tĩnh,098157784,15000,Nhân viên
1907,Huỳnh,Nguyễn Đức,04/12/1997,Khác,Nghệ An,091259294,50000,Chuyên gia nước ngoài
1908,Hứa,Nguyễn Phương,05/24/2000,Nam,Ninh Thuận,098927560,9000,Nhân sự thử việc
1909,Viên,Nguyễn Anh,04/28/1997,Khác,Sóc Trăng,099422676,10000,Lao động phổ thông
1910,Đàm,Nguyễn Nam,11/18/1994,Khác,Bình Phước,097141871,8000,Thực tập sinh
1911,Nguyễn,Văn Anh,12/04/1996,Nam,Lào Cai,098832123,10000,Lao động phổ thông
1912,Lương,Thanh Thảo,09/28/1988,Nam,Vĩnh Long,090163730,60000,Cán bộ quản lý
1913,Bùi,Minh Khánh,05/10/1986,Nữ,Hải Phòng,095648809,50000,Chuyên gia nước ngoài
1914,Ôn,Hoàng An,01/02/2000,Khác,Ninh Bình,097419127,10000,Lao động phổ thông
1915,Văn,Quang,10/15/2001,Nam,Hưng Yên,095500090,9000,Người làm bán thời gian
1916,Đàm,Nguyễn Thùy,07/31/1999,Nữ,Hòa Bình,098733351,9000,Nhân sự thử việc
1917,Vương,Nguyễn Mai,12/13/2000,Khác,Bình Phước,098832123,15000,Nhân viên
1918,Đồn,Ánh,11/01/1986,Nam,Bắc Ninh,097684534,40000,Kỹ sư
1919,Vũ,Hùng,09/14/2001,Nữ,Hồ Chí Minh (TP. HCM),095403707,50000,Chuyên gia nước ngoài
1920,Từ,Nam,04/11/1990,Nam,Phú Yên,092286616,10000,Công nhân
1921,Đỗ,Thanh,08/25/1999,Nữ,Cần Thơ,098719498,8000,Thực tập sinh
1922,Đi,Quang Huy,01/05/1997,Khác,Cần Thơ,092536338,8000,Thực tập sinh
1923,Tô,Minh Khánh,09/17/1990,Nam,Hà Giang,093504209,9000,Nhân sự thử việc
1924,Nhâm,Thị,09/15/1999,Nam,Tây Ninh,098273377,15000,Nhân viên
1925,Trầm,Tuấn Anh,12/21/2003,Nam,Thái Bình,092364763,10000,Lao động phổ thông
1926,Lý,Thùy,08/16/1992,Nam,Cần Thơ,092636946,10000,Công nhân
1927,Thiều,Minh,03/18/1987,Khác,Tây Ninh,096387920,60000,Cán bộ quản lý
1928,Triệu,Hồng,03/08/1997,Nữ,Bình Thuận,096369307,9000,Nhân sự thử việc
1929,Trần,Đức,05/30/1990,Nữ,Hà Giang,099842641,50000,Chuyên gia nước ngoài
1930,Tô,Văn Đức,03/20/1988,Nam,Cà Mau.,097224373,9000,Nhân sự thử việc
1931,Phan,Ánh,08/22/1990,Khác,Hà Nam,093499606,9000,Người làm bán thời gian
1932,Phạm,Hồng,01/18/1988,Khác,Bắc Giang,091430476,60000,Cán bộ quản lý
1933,Văn,Nguyễn Hồng,02/17/1997,Khác,Quảng Trị,099350731,9000,Người làm bán thời gian
1934,Thi,Tuấn Anh,08/08/1994,Khác,Cà Mau.,090940873,10000,Công nhân
